one_day_volume,one_day_change,one_day_sales,one_day_average_price,seven_day_volume,seven_day_change,seven_day_sales,seven_day_average_price,thirty_day_volume,thirty_day_change,thirty_day_sales,thirty_day_average_price,total_volume,total_sales,total_supply,count,num_owners,average_price,num_reports,market_cap,floor_price,collection
362.0680899999004,-0.42014446468943023,373.0,0.9706919302946391,4168.833533948572,2.5793362855638433,5970.0,0.698297074363245,5333.528103375341,161621.06373864668,17900.0,0.29796246387571734,5336.441993375331,17966.0,10000.0,10000.0,3097,0.2970300564051726,1,6982.970743632449,0.83,rareapepeyachtclub
80.0,-0.6651038178164769,1.0,80.0,1698.6730000000002,-0.4777950544035408,18.0,94.37072222222224,11545.446640210004,-0.675553568392654,124.0,93.10844064685487,646939.0338445408,26906.0,10000.0,10000.0,6445,24.044415143259528,1,943707.2222222224,83.5,boredapeyachtclub
90.09401499998995,-0.41558714421487636,237.0,0.38014352320670863,3292.3272576723357,0.0,6342.0,0.5191307564920113,3292.3272576723357,0.0,6342.0,0.5191307564920113,3292.3272576723357,6342.0,19017.0,19017.0,3996,0.5191307564920113,2,9872.309596208579,0.405,webaverse-genesis-pass
212.48619999999994,-0.5568310843222727,15.0,14.165746666666662,2554.783499999998,0.7613773938837026,166.0,15.39026204819276,6939.031823611111,-0.2978086480011517,370.0,18.754140063813814,165231.94769155036,9051.0,10000.0,10000.0,6576,18.255656578449933,3,153902.6204819276,12.9651,proof-moonbirds
329.06640000000004,-0.3750308418327468,88.0,3.7393909090909094,2070.9881146490006,0.1086093932994608,647.0,3.2009089870927365,14390.091997772237,-0.32805619984153206,3129.0,4.5989427925127,332104.38290633407,42855.0,100000.0,100000.0,34648,7.749489742301576,1,320090.89870927366,1.92,otherdeed
291.5449,-0.25690939711901983,16.0,18.22155625,2243.5205022951473,0.24593000969253376,130.0,17.257850017654977,9340.388073295135,-0.47729230797926625,510.0,18.314486418225755,440585.4066914437,33929.0,19425.0,19425.0,12955,12.985511117081073,1,335233.736592948,15.1544,mutant-ape-yacht-club
101.05490000000003,-0.529661535626004,80.0,1.2631862500000004,1055.7201899990014,-0.5980182425823012,726.0,1.4541600413209386,10379.629329674612,0.0,11275.0,0.9205879671551762,10379.629329674612,11275.0,9999.0,9999.0,4949,0.9205879671551762,3,14540.146253168065,1.12,thepotatoz
237.74999999999997,8.926931106471816,11.0,21.61363636363636,1308.4341399999005,1.4076440150886014,53.0,24.687436603771708,1851.8841399999005,0.0,70.0,26.455487714284292,1851.8841399999005,70.0,250.0,250.0,186,26.455487714284292,1,6171.859150942927,23.0,nftiff
158.0158399000001,-0.1955329065333485,54.0,2.926219257407409,1324.1089898899984,-0.10936034339673255,325.0,4.074181507353841,4671.809806982831,0.0,1840.0,2.539027069012408,4671.809806982831,1840.0,700.0,700.0,456,2.539027069012408,1,2851.927055147689,0.889,ladyapeclub5668
79.20500000000001,-0.30518577650676104,22.0,3.6002272727272735,1461.322776853604,6.646420825765017,385.0,3.795643576243127,2461.2502395983615,6.482926753212905,800.0,3.076562799497952,9661.362496040072,9632.0,5200.0,5200.0,1742,1.003048431897848,1,19737.34659646426,3.45,cryptodickbutts-s3
64.8004,-0.5164878130311699,8.0,8.10005,975.3269900000001,0.4980669741666238,111.0,8.78672963963964,2669.3728634664994,-0.20362430558590572,325.0,8.213454964512305,106098.23163612217,22488.0,9602.0,9602.0,5541,4.717993224658581,1,84370.17799981983,8.0,bored-ape-kennel-club
80.25999999999999,-0.6263368722543257,10.0,8.026,841.0622999999999,0.044227065690418975,86.0,9.77979418604651,4716.9898199889985,-0.5562125186235019,442.0,10.671922669658368,224341.02944952145,18152.0,19357.0,19357.0,9476,12.3590254214148,1,189307.4760593023,7.499,clonex
158.27439870339103,0.4476008767698899,602.0,0.2629142835604502,730.085960278784,-0.26147676763937494,3750.0,0.19468958940767572,5240.187146489705,-0.5955638081739149,21446.0,0.24434333425765667,50130.509168139644,144320.0,1791304.0,1791304.0,484118,0.3473566322626084,28,348748.24026432715,5.2522e-22,ens
84.59805990000007,1.8559382394256154,98.0,0.8632455091836742,340.8075599000013,-0.7628497052923666,278.0,1.2259264744604363,4795.343687423541,19.8602049629624,5365.0,0.8938198858198586,5025.223676423553,5593.0,5080.0,5080.0,1443,0.898484476385402,9,6227.706490259016,0.6488,super-cool-world
89.84929,-0.3140230845386235,54.0,1.6638757407407407,807.6686344499993,-0.053232080741770216,610.0,1.3240469417213103,6456.6986833489955,-0.5268988650962946,1938.0,3.331629867569141,304894.8859166696,70092.0,59251.0,59251.0,12222,4.349924184167517,0,78451.10534392936,,art-blocks
13.026276646580104,-0.2108389775910359,94.0,0.1385774111338309,187.44350679610378,-0.8730678212839895,1244.0,0.15067806012548535,1664.165238765078,0.0,7607.0,0.21876761387736005,1664.165238765078,7607.0,10000.0,10000.0,2289,0.21876761387736005,1,1506.7806012548535,0.1361649795,rakkudos
154.09308888800007,0.8020621250247489,87.0,1.7711849297471272,692.7385487880005,0.15559984841608243,378.0,1.8326416634603186,3293.1634347868935,-0.6252034367259602,1314.0,2.50621265965517,46820.70811873992,29446.0,9999.0,9999.0,4458,1.5900532540494439,3,18324.583992939726,1.73,goblintownwtf
24.6735,-0.20697289176956557,51.0,0.4837941176470588,267.1193640089997,-0.5888011207344463,471.0,0.5671324076624198,3724.282284380316,0.0,7212.0,0.5164007604520682,3724.282284380316,7212.0,10000.0,10000.0,7808,0.5164007604520682,1,5671.324076624197,0.53,ledger-market-pass-genesis-edition
1352.6683791379717,-0.025585379882933322,2600.0,0.5202570688992199,4243.3484944629745,0.0,11954.0,0.3549731047735465,4243.3484944629745,0.0,11954.0,0.3549731047735465,4243.3484944629745,11954.0,10001.0,10001.0,3248,0.3549731047735465,1,3550.0860208402382,0.329,8liens
0.2007450000000001,-0.4060269864268978,73.0,0.002749931506849316,83.56980492930099,-0.828376607995119,2677.0,0.031217708229100107,570.5069523253984,0.0,15019.0,0.037985681624968265,570.5069523253984,15019.0,10000.0,10000.0,2593,0.037985681624968265,1,312.17708229100106,0.0022,boonmirds
2.7645999999999997,-0.8740731594472658,11.0,0.2513272727272727,91.37640701388892,-0.8197619389617954,198.0,0.4614970051206511,602.4179055345763,1374.414748132552,958.0,0.6288287114139628,605.4476455345763,1014.0,3021.0,3021.0,802,0.5970884078250259,1,1394.182452469487,0.05,mirage-gallery-curated
28.274460500000004,1.1111111111111116,4.0,7.068615125000001,283.06512520000007,-0.4565084324053023,38.0,7.449082242105265,1336.438214499961,-0.21660088392566162,195.0,6.8535293051280055,16988.51704503691,6599.0,10000.0,10000.0,4224,2.574407795883757,1,74490.82242105265,,degods
0.6885200000000002,-0.6174668992848388,36.0,0.019125555555555562,471.7894956274645,152.23811083131892,794.0,0.594193319430056,474.8682956274645,0.0,843.0,0.5633075867466957,474.8682956274645,843.0,2101.0,2101.0,651,0.5633075867466957,1,1248.4001641225477,0.0158,women-ape-yacht-club
21.817999999999998,-0.7382044567006119,5.0,4.3636,339.32941113656625,-0.5021639689141828,64.0,5.302022049008848,2333.4310992296687,-0.2852211311957473,386.0,6.045158288159763,126470.7689937277,22827.0,20000.0,20000.0,6550,5.540402549337526,1,106040.44098017695,4.28,meebits
