one_day_volume,one_day_change,one_day_sales,one_day_average_price,seven_day_volume,seven_day_change,seven_day_sales,seven_day_average_price,thirty_day_volume,thirty_day_change,thirty_day_sales,thirty_day_average_price,total_volume,total_sales,total_supply,count,num_owners,average_price,num_reports,market_cap,floor_price,collection
1578.6091449889882,0.5614792427752825,1462.0,1.0797600170923312,3661.651277936043,6.372591389683523,7231.0,0.5063824198500958,4158.308570385461,126008.35061774125,16636.0,0.24995843774858506,4161.222460385451,16702.0,10000.0,10000.0,3055,0.24914515988417263,1,5063.824198500958,0.88,rareapepeyachtclub
85.0,-0.8385267561165115,1.0,85.0,2615.49301,-0.00885371308284268,30.0,87.18310033333334,13281.113766470005,-0.6459807778319551,138.0,96.23995482949279,646575.1872103465,26902.0,10000.0,10000.0,6444,24.034465363554624,2,871831.0033333334,84.0,boredapeyachtclub
445.7453219382578,0.8924027765599886,660.0,0.6753716999064512,2934.092953082368,0.0,5543.0,0.5293330241894945,2934.092953082368,0.0,5543.0,0.5293330241894945,2934.092953082368,5543.0,12130.0,12130.0,3182,0.5293330241894945,2,6420.809583418568,0.588,webaverse-genesis-pass
312.439,-0.3932613027873482,21.0,14.87804761904762,2464.3547000000012,1.0734144742875567,150.0,16.42903133333334,6373.705623611111,-0.44715860398023194,319.0,19.980268412574016,164361.72149155044,8989.0,10000.0,10000.0,6582,18.284761540944537,1,164290.3133333334,14.2,proof-moonbirds
234.5133999,-0.2182099459508847,79.0,2.9685240493670886,1756.4890588889984,-0.19922977944432357,587.0,2.992315262161837,14574.565612946437,-0.35923656697597217,3078.0,4.735076547415996,331512.85930302023,42610.0,100000.0,100000.0,34706,7.780165672448257,1,299231.52621618373,2.01,otherdeed
609.702345155148,2.332763073300069,36.0,16.936176254309668,2214.046646055148,0.09503461035475756,132.0,16.77308065193294,9449.828377055142,-0.513306221508765,508.0,18.602024364281778,439845.52506356296,33885.0,19425.0,19425.0,12956,12.980537850481422,1,325817.0916637973,16.29,mutant-ape-yacht-club
162.919401,0.13175656621461193,123.0,1.324547975609756,1530.4653789989975,-0.384768625324554,965.0,1.585974486009324,10036.382829674603,0.0,11018.0,0.9109078625589584,10036.382829674603,11018.0,9999.0,9999.0,4923,0.9109078625589584,4,15858.158885607229,1.299,thepotatoz
87.70301500000001,2.2725005597014927,4.0,21.925753750000002,1568.5766449999003,0.0,57.0,27.518888508770182,1568.5766449999003,0.0,57.0,27.518888508770182,1568.5766449999003,57.0,250.0,250.0,186,27.518888508770182,1,6879.7221271925455,25.94,nftiff
201.54919999999998,0.11828823265370209,43.0,4.687190697674418,1354.4644000000003,-0.12298688796942697,337.0,4.019182195845699,4204.900917092838,0.0,1725.0,2.4376237200538196,4204.900917092838,1725.0,700.0,700.0,426,2.4376237200538196,1,2813.4275370919886,0.74999,ladyapeclub5668
59.86300689999999,-0.49755245889764005,16.0,3.7414379312499992,1360.7526768536047,4.342650282719011,368.0,3.697697491450013,2281.9442395983624,6.0487887925435295,759.0,3.0065141496684618,9465.58850704007,9576.0,5200.0,5200.0,1760,0.9884699777610767,1,19228.026955540066,2.825,cryptodickbutts-s3
110.82189999999999,0.41918517987306664,13.0,8.524761538461537,1042.3059900000003,0.789851926571084,120.0,8.685883250000002,2609.7684959665003,-0.2499459607574756,317.0,8.23270818916877,105894.70212679847,22463.0,9602.0,9602.0,5550,4.714183418367915,1,83401.85096650002,8.26969,bored-ape-kennel-club
223.37099999999998,1.1659147038546458,21.0,10.636714285714286,888.3059000000002,0.09219424177465775,89.0,9.980965168539328,4742.298519979,-0.6043987271554471,435.0,10.901835678112644,224034.18704952174,18120.0,19357.0,19357.0,9476,12.3639176075895,1,193201.54276741578,8.41,clonex
109.03806639700005,0.12455305082266961,559.0,0.19505915276744196,668.5585993650914,-0.3149301493748959,3550.0,0.1883263660183356,5746.276021451829,-0.5396514516141302,22459.0,0.2558562723830905,49844.94894927177,143074.0,1779324.0,1779324.0,481867,0.3483857930111115,29,335093.62288920896,5.4238e-22,ens
27.127700000000004,-0.2943965707835124,29.0,0.9354379310344829,369.2484308999998,-0.7225071579909491,267.0,1.3829529247191004,4882.047916523535,0.0,5452.0,0.8954599993623504,4882.047916523535,5452.0,5080.0,5080.0,1442,0.8954599993623504,9,7025.4008575730295,0.8,super-cool-world
121.88099999999999,-0.19092768394660492,34.0,3.5847352941176465,695.9902498989998,-0.541480866380061,214.0,3.2522908873785035,8462.830112736974,-0.28489983187848217,1896.0,4.463517991949881,304577.5394358311,69627.0,58551.0,58551.0,12034,4.374417100202954,0,190424.88374689876,,art-blocks
42.52412188533603,1.541547294419284,302.0,0.14080835061369545,406.3512687503874,-0.6626284151469245,2393.0,0.16980830286267756,1610.8133129600424,0.0,7348.0,0.21921792500817125,1610.8133129600424,7348.0,10000.0,10000.0,2291,0.21921792500817125,1,1698.0830286267758,0.158117778,rakkudos
168.99289999999993,1.2175334218634346,90.0,1.8776988888888881,634.8500348999999,-0.20297750200797138,321.0,1.9777259654205603,4071.0277349281955,-0.5544509883518118,1408.0,2.891354925375139,46564.71431985193,29293.0,9999.0,9999.0,4502,1.5896191690797097,1,19775.281928240183,1.678,goblintownwtf
49.86347001999999,0.577982880158799,89.0,0.5602637080898875,547.8862509089897,-0.1593582516165673,876.0,0.6254409256951937,3654.456452380318,0.0,7071.0,0.5168231441635296,3654.456452380318,7071.0,10000.0,10000.0,7803,0.5168231441635296,1,6254.409256951937,0.525,ledger-market-pass-genesis-edition
115.6783384455554,-0.7804977967286225,571.0,0.2025890340552634,642.6814241619209,0.0,3166.0,0.2029947644225903,642.6814241619209,0.0,3166.0,0.2029947644225903,642.6814241619209,3166.0,5228.0,5228.0,1609,0.2029947644225903,1,1061.2566284013021,0.213,8liens
1.4373799999999985,-0.24947162747967128,180.0,0.007985444444444436,569.798637425399,0.0,14841.0,0.03839354743112991,569.798637425399,0.0,14841.0,0.03839354743112991,569.798637425399,14841.0,10000.0,10000.0,2576,0.03839354743112991,1,383.93547431129906,0.0048,boonmirds
15.65159,1.5195734063103676,50.0,0.3130318,572.1289885206876,253.84587461945995,897.0,0.6378249593318702,577.0392885206876,1486.2529923984837,917.0,0.6292685807204881,580.0190285206876,972.0,2993.0,2993.0,794,0.5967273955974152,1,1909.0101032802875,0.06,mirage-gallery-curated
25.0616724,-0.1835205992509364,3.0,8.3538908,324.96557804388004,-0.39500500180424536,42.0,7.73727566771143,1366.947930278592,-0.2517156398146646,198.0,6.903777425649454,17026.908040614446,6594.0,10000.0,10000.0,4220,2.582181989780777,1,77372.7566771143,,degods
7.4533361989999944,-0.9597837849826575,162.0,0.04600824814197527,471.7978790990002,0.0,745.0,0.6332857437570473,471.7978790990002,0.0,745.0,0.6332857437570473,471.7978790990002,745.0,2048.0,2048.0,641,0.6332857437570473,1,1296.9692032144328,0.035,women-ape-yacht-club
28.254199999999997,-0.5479494354607751,6.0,4.709033333333333,344.9086161275661,-0.696362451785375,61.0,5.654239608648625,2720.6414297454057,-0.09886897610952335,436.0,6.240003279232582,126391.28153759151,22801.0,20000.0,20000.0,6543,5.543234136116465,1,113084.79217297249,4.6976,meebits
3.6925000000000003,-0.744774777651657,15.0,0.2461666666666667,454.33595212200026,0.0,930.0,0.4885332818516132,454.33595212200026,0.0,930.0,0.4885332818516132,454.33595212200026,930.0,1111.0,1111.0,354,0.4885332818516132,1,542.7604761371423,0.22,bibos
136.05319999999998,-0.18202603867624217,16.0,8.503324999999998,521.9866999999999,-0.4073249215940004,55.0,9.490667272727272,2853.321963210001,-0.6225133108097849,267.0,10.686599113146071,257117.45534893067,26924.0,10000.0,10000.0,5087,9.549749492977666,1,94906.67272727271,8.29,azuki
