,t_tweets_today,t_retweets_today,t_replies_today,t_likes_today,t_quotes_today,t_unique_tweeters_today,t_unique_verified_tweeters_today,t_followers_today,t_sent_str_pos_today,t_sent_weak_pos_today,t_sent_neutral_today,t_sent_weak_neg_today,t_sent_str_neg_today,t_tweets_ytd,t_retweets_ytd,t_replies_ytd,t_likes_ytd,t_quotes_ytd,t_unique_tweeters_ytd,t_unique_verified_tweeters_ytd,t_followers_ytd,t_sent_str_pos_ytd,t_sent_weak_pos_ytd,t_sent_neutral_ytd,t_sent_weak_neg_ytd,t_sent_str_neg_ytd,t_tweets_%_change_day,t_retweets_%_change_day,t_replies_%_change_day,t_likes_%_change_day,t_quotes_%_change_day,t_unique_tweeters_%_change_day,t_unique_verified_tweeters_%_change_day,t_followers_%_change_day,t_sent_str_pos_%_change_day,t_sent_weak_pos_%_change_day,t_sent_neutral_%_change_day,t_sent_weak_neg_%_change_day,t_sent_str_neg_%_change_day,one_day_volume_today,one_day_volume_ytd,one_day_volume_%_change_day,one_day_change_today,one_day_change_ytd,one_day_change_%_change_day,one_day_sales_today,one_day_sales_ytd,one_day_sales_%_change_day,one_day_average_price_today,one_day_average_price_ytd,one_day_average_price_%_change_day,seven_day_volume_today,seven_day_volume_ytd,seven_day_volume_%_change_day,seven_day_change_today,seven_day_change_ytd,seven_day_change_%_change_day,seven_day_sales_today,seven_day_sales_ytd,seven_day_sales_%_change_day,seven_day_average_price_today,seven_day_average_price_ytd,seven_day_average_price_%_change_day,thirty_day_volume_today,thirty_day_volume_ytd,thirty_day_volume_%_change_day,thirty_day_change_today,thirty_day_change_ytd,thirty_day_change_%_change_day,thirty_day_sales_today,thirty_day_sales_ytd,thirty_day_sales_%_change_day,thirty_day_average_price_today,thirty_day_average_price_ytd,thirty_day_average_price_%_change_day,total_volume_today,total_volume_ytd,total_volume_%_change_day,total_sales_today,total_sales_ytd,total_sales_%_change_day,total_supply_today,total_supply_ytd,total_supply_%_change_day,count_today,count_ytd,count_%_change_day,num_owners_today,num_owners_ytd,num_owners_%_change_day,average_price_today,average_price_ytd,average_price_%_change_day,num_reports_today,num_reports_ytd,num_reports_%_change_day,market_cap_today,market_cap_ytd,market_cap_%_change_day,floor_price_today,floor_price_ytd,floor_price_%_change_day,next_day_average_price,g_nft_today,g_nft_ytd,g_nft_%_change_day,g_ethereum_today,g_ethereum_ytd,g_ethereum_%_change_day,g_recession_today,g_recession_ytd,g_recession_%_change_day,g_bitcoin_today,g_bitcoin_ytd,g_bitcoin_%_change_day,g_gold_today,g_gold_ytd,g_gold_%_change_day,g_fixed deposit_today,g_fixed deposit_ytd,g_fixed deposit_%_change_day,g_opensea_today,g_opensea_ytd,g_opensea_%_change_day,one_day_volume,one_day_change,one_day_sales,one_day_average_price,seven_day_volume,seven_day_change,seven_day_sales,seven_day_average_price,thirty_day_volume,thirty_day_change,thirty_day_sales,thirty_day_average_price,total_volume,total_sales,total_supply,count,num_owners,average_price,num_reports,market_cap,floor_price
rareapepeyachtclub_2022-08-11,2402,2593,1950,5856,248,270,0,754868,56,101,2163,67,15,973,9137,7507,9589,220,391,1,1636043,53,159,734,19,8,2401.0,2592.0,1949.0,5855.0,247.0,269.0,-1.0,754867.0,55.0,100.0,2162.0,66.0,14.0,624.8568540000007,1578.6091449889882,-0.6041725363219282,-0.5949606853074971,0.5614792427752825,-2.0596307752477587,693.0,1462.0,-0.5259917920656635,0.901669341991343,1.0797600170923312,-0.16493542294755995,3981.117688181906,3661.651277936043,0.08724654151826723,2.9947384472237037,6.372591389683523,-0.5300595528419045,6421.0,7231.0,-0.11201770156271608,0.6200152138579514,0.5063824198500958,0.22440114339177555,4977.708013375447,4158.308570385461,0.19705113969308685,150838.63676895294,126008.35061774123,0.19705270348738102,17533.0,16636.0,0.053919211348881946,0.2839050940155961,0.249958437748585,0.13580920321303805,4980.621903375437,4161.222460385451,0.1969131549179626,17599.0,16702.0,0.053706142976889,10000.0,10000.0,0.0,10000.0,10000.0,0.0,3067,3055,0.003927986906710311,0.2830059607577383,0.2491451598841726,0.1359079216682659,1,1,0.0,6200.152138579514,5063.824198500958,0.22440114339177544,0.899999999999,0.88,0.022727272726136408,0.9706919302946392,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,1578.6091449889882,0.5614792427752825,1462.0,1.0797600170923312,3661.651277936043,6.372591389683523,7231.0,0.5063824198500958,4158.308570385461,126008.35061774123,16636.0,0.249958437748585,4161.222460385451,16702.0,10000.0,10000.0,3055,0.2491451598841726,1,5063.824198500958,0.88
otherdeed_2022-08-11,548,254,255,1855,150,93,1,914018,25,28,484,5,6,685,198,306,1636,172,98,2,549517,29,56,592,4,4,547.0,253.0,254.0,1854.0,149.0,92.0,0.0,914017.0,24.0,27.0,483.0,4.0,5.0,522.3122227499999,234.5133999,1.2272169648844018,1.015221736536169,-0.2182099459508847,-5.65249983043705,138.0,79.0,0.7468354430379747,3.784871179347826,2.9685240493670886,0.27500101612947636,2034.2457361389957,1756.4890588889984,0.15813174345969558,0.0362694809846494,-0.1992297794443235,-1.1820484923780445,661.0,587.0,0.1260647359454855,3.0775275887125497,2.992315262161837,0.028477055084479896,14630.54739565543,14574.565612946437,0.0038410601177208095,-0.3482204172933759,-0.3592365669759721,-0.030665446380721755,3134.0,3078.0,0.018193632228719947,4.668330375129365,4.735076547415996,-0.014096112622098112,331820.4759173818,331512.85930302023,0.0009279175927242293,42767.0,42610.0,0.003684581084252523,100000.0,100000.0,0.0,100000.0,100000.0,0.0,34677,34706,-0.0008355903878291938,7.75879710798938,7.780165672448257,-0.002746543628826537,1,1,0.0,307752.758871255,299231.52621618373,0.02847705508447987,1.9,2.01,-0.054726368159203925,3.739390909090909,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,234.5133999,-0.2182099459508847,79.0,2.9685240493670886,1756.4890588889984,-0.1992297794443235,587.0,2.992315262161837,14574.565612946437,-0.3592365669759721,3078.0,4.735076547415996,331512.85930302023,42610.0,100000.0,100000.0,34706,7.780165672448257,1,299231.52621618373,2.01
vandal-city_2022-08-11,19,80,23,248,3,19,0,33521,5,2,7,5,0,21,22,17,96,0,20,0,138376,5,1,9,2,4,18.0,79.0,22.0,247.0,1.0,18.0,0.0,33520.0,4.0,1.0,6.0,4.0,-1.0,16.707215807500006,34.0450406620794,-0.5092613936540511,-0.5544371842602535,0.6021395777570577,-1.9207785117289693,77.0,168.0,-0.5416666666666666,0.2169768286688312,0.2026490515599964,0.07070241384570654,412.73535362479,438.1177365372457,-0.05793507268861257,3.829975699936991,8.886817329931313,-0.5690272954033372,2125.0,2436.0,-0.12766830870279147,0.1942284017057835,0.179851287576866,0.07993890020260727,661.7157113667198,646.0189486645671,0.024297681568939432,1.6099345014631052,1.39216845089868,0.15642219906926616,5030.0,5039.0,-0.0017860686644175431,0.1315538193572007,0.1282038000921943,0.026130420959420392,1897.2307054400335,1875.3846068806388,0.011648863107462376,18568.0,18461.0,0.005796002383402849,9999.0,9998.0,0.00010002000400080016,9999.0,9998.0,0.00010002000400080016,4204,4232,-0.006616257088846881,0.1021774399741509,0.1015862958063289,0.0058191330152345755,0,0,0.0,1942.0897886561293,1798.1531731935067,0.08004691569572582,0.2321382,0.246148245,-0.056917102943390877,0.1969507490904347,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,34.0450406620794,0.6021395777570577,168.0,0.2026490515599964,438.1177365372457,8.886817329931313,2436.0,0.179851287576866,646.0189486645671,1.39216845089868,5039.0,0.1282038000921943,1875.3846068806388,18461.0,9998.0,9998.0,4232,0.1015862958063289,0,1798.1531731935067,0.246148245
digidaigaku_2022-08-11,2122,755,847,2523,575,632,1,1494038,435,209,1397,39,42,328,235,261,1278,48,246,2,1662991,43,72,191,15,7,2121.0,754.0,846.0,2522.0,574.0,631.0,0.0,1494037.0,434.0,208.0,1396.0,38.0,41.0,268.180822,595.1189749921552,-0.5493660372641704,-0.3578290738708585,0.0,1.0,159.0,997.0,-0.8405215646940822,1.6866718364779874,0.5969097041044686,1.82567333866429,927.576696992056,595.1189749921552,0.5586407692752245,0.0,0.0,0.0,1191.0,997.0,0.1945837512537613,0.7788217439060083,0.5969097041044686,0.3047563786460108,927.576696992056,595.1189749921552,0.5586407692752245,0.0,0.0,0.0,1191.0,997.0,0.1945837512537613,0.7788217439060083,0.5969097041044686,0.3047563786460108,927.576696992056,595.1189749921552,0.5586407692752245,1191.0,997.0,0.1945837512537613,2022.0,2022.0,0.0,2022.0,2022.0,0.0,743,878,-0.15375854214123008,0.7788217439060083,0.5969097041044686,0.3047563786460108,1,1,0.0,1574.7775661779488,1206.9514216992357,0.30475637864601063,1.5,1.787,-0.1606043648573027,1.250025599117646,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,595.1189749921552,0.0,997.0,0.5969097041044686,595.1189749921552,0.0,997.0,0.5969097041044686,595.1189749921552,0.0,997.0,0.5969097041044686,595.1189749921552,997.0,2022.0,2022.0,878,0.5969097041044686,1,1206.9514216992357,1.787
bibos_2022-08-11,4,2,1,12,0,4,0,7505,1,0,3,0,0,26,6,19,66,5,20,0,33691,5,7,11,1,2,3.0,1.0,0.0,11.0,-1.0,3.0,0.0,7504.0,0.0,-1.0,2.0,-1.0,-1.0,2.52099,3.6925,-0.31726743398781315,-0.2546962305986697,-0.744774777651657,-0.6580224811026091,13.0,15.0,-0.13333333333333333,0.1939223076923076,0.2461666666666667,-0.21223165460132337,457.0020421220003,454.33595212200026,0.005868102639793172,0.0,0.0,0.0,944.0,930.0,0.015053763440860216,0.4841123327563563,0.4885332818516132,-0.009049432780712241,457.0020421220003,454.33595212200026,0.005868102639793172,0.0,0.0,0.0,944.0,930.0,0.015053763440860216,0.4841123327563563,0.4885332818516132,-0.009049432780712241,457.0020421220003,454.33595212200026,0.005868102639793172,944.0,930.0,0.015053763440860216,1111.0,1111.0,0.0,1111.0,1111.0,0.0,350,354,-0.011299435028248588,0.4841123327563563,0.4885332818516132,-0.009049432780712241,1,1,0.0,537.8488016923118,542.7604761371423,-0.009049432780712371,0.1898,0.22,-0.1372727272727273,0.1569395,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,3.6925,-0.744774777651657,15.0,0.2461666666666667,454.33595212200026,0.0,930.0,0.4885332818516132,454.33595212200026,0.0,930.0,0.4885332818516132,454.33595212200026,930.0,1111.0,1111.0,354,0.4885332818516132,1,542.7604761371423,0.22
bored-ape-kennel-club_2022-08-11,54,1,12,87,10,15,0,16824,0,2,33,19,0,72,125,110,387,20,20,0,276540,2,16,28,26,0,53.0,0.0,11.0,86.0,9.0,14.0,0.0,16823.0,-1.0,1.0,32.0,18.0,0.0,134.0202,110.8219,0.2093295639219323,0.470456507928845,0.4191851798730666,0.12231188152048673,16.0,13.0,0.23076923076923078,8.3762625,8.524761538461537,-0.017419729313429784,1104.6171900000004,1042.3059900000003,0.059782060736310344,0.971543439010261,0.789851926571084,0.23003237230545046,127.0,120.0,0.058333333333333334,8.697773149606302,8.685883250000002,0.0013688762862775759,2669.4328009665,2609.7684959665003,0.02286191479903804,-0.2381507429686844,-0.2499459607574756,-0.047191071834268135,324.0,317.0,0.022082018927444796,8.238990126439814,8.23270818916877,0.0007630462694291828,106034.55284500652,105894.70212679848,0.001320658308671365,22480.0,22463.0,0.000756800071228242,9602.0,9602.0,0.0,9602.0,9602.0,0.0,5539,5550,-0.001981981981981982,4.7168395393686176,4.714183418367915,0.000563431832192552,1,1,0.0,83516.01778251972,83401.85096650002,0.001368876286277601,8.29,8.26969,0.0024559566319896507,8.10005,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,110.8219,0.4191851798730666,13.0,8.524761538461537,1042.3059900000003,0.789851926571084,120.0,8.685883250000002,2609.7684959665003,-0.2499459607574756,317.0,8.23270818916877,105894.70212679848,22463.0,9602.0,9602.0,5550,4.714183418367915,1,83401.85096650002,8.26969
art-blocks-playground_2022-08-11,1,2,1,16,0,1,0,12288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.235801,32.3427,-0.31249397854848243,-0.2116334041248151,-0.666855848044315,-0.6826399517294909,39.0,53.0,-0.2641509433962264,0.5701487435897437,0.6102396226415094,-0.0656969452069118,239.61150000000004,265.1896990000001,-0.09645246062140608,-0.7216649829080171,-0.6761114762873524,0.06737573346751495,296.0,288.0,0.027777777777777776,0.8094983108108109,0.9207975659722224,-0.12087266438839504,1893.1581413169847,1887.2987403169884,0.0031046494520587443,0.1489317067048835,0.1560103471313083,-0.04537289068696799,1805.0,1797.0,0.004451864218141347,1.048841075521875,1.0502497163700548,-0.0013412437311083986,66823.05425660609,66800.4590898057,0.0003382486753572596,29949.0,29904.0,0.0015048154093097914,29374.0,29374.0,0.0,29374.0,29374.0,0.0,7708,7712,-0.0005186721991701245,2.2312282298776616,2.233830226384621,-0.0011648139040408246,0,0,0.0,23778.20338175676,27047.507702868064,-0.12087266438839513,,,,0.3357333333333334,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,32.3427,-0.666855848044315,53.0,0.6102396226415094,265.1896990000001,-0.6761114762873524,288.0,0.9207975659722224,1887.2987403169884,0.1560103471313083,1797.0,1.0502497163700548,66800.4590898057,29904.0,29374.0,29374.0,7712,2.233830226384621,0,27047.507702868064,
goda-mint-pass_2022-08-11,4,0,0,1,3,2,0,1402,0,1,3,0,0,6,3,5,16,0,4,0,3218,1,1,4,0,0,3.0,-1.0,-1.0,0.0,1.0,1.0,0.0,1401.0,-1.0,0.0,2.0,0.0,0.0,31.5701,27.376900000000003,0.15316562503424408,0.8354709302325578,-0.0655710287391629,-13.741464428688536,4.0,3.0,0.3333333333333333,7.892525,9.125633333333337,-0.13512578122431715,203.345,193.2199,0.05240195238689185,-0.398403592803742,-0.419184477109448,-0.04957455593061043,23.0,21.0,0.09523809523809523,8.841086956521739,9.200947619047618,-0.03911126086414214,1033.5805900000005,1052.5704900000003,-0.01804145202664745,-0.4689462840301583,-0.4906255703831815,-0.04418702909449162,128.0,131.0,-0.022900763358778626,8.074848359375002,8.034889236641224,0.0049732014414777675,5472.788004469992,5432.567904469992,0.007403515373808177,826.0,821.0,0.0060901339829476245,1000.0,1000.0,0.0,1000.0,1000.0,0.0,724,723,0.0013831258644536654,6.6256513371307415,6.617013281936653,0.001305431140310574,6,6,0.0,8841.08695652174,9200.947619047618,-0.03911126086414205,8.1,8.9,-0.08988764044943828,0.0,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,27.376900000000003,-0.0655710287391629,3.0,9.125633333333337,193.2199,-0.419184477109448,21.0,9.200947619047618,1052.5704900000003,-0.4906255703831815,131.0,8.034889236641224,5432.567904469992,821.0,1000.0,1000.0,723,6.617013281936653,6,9200.947619047618,8.9
proof-of-narnian-nft-og_2022-08-11,1,0,0,0,0,1,0,5,0,0,1,0,0,21,4,5,38,5,12,0,385149,1,13,7,0,0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,4.0,-1.0,-1.0,0.0,0.0,0.0,25.385567700000006,424.4031819,-0.940185255948478,-0.7342064251963616,0.0,1.0,58.0,725.0,-0.92,0.437682201724138,0.5853836991724137,-0.25231569935597575,459.8358496,424.4031819,0.08348822348921231,0.0,0.0,0.0,801.0,725.0,0.10482758620689656,0.5740772154806492,0.5853836991724137,-0.019314654145219812,459.8358496,424.4031819,0.08348822348921231,0.0,0.0,0.0,801.0,725.0,0.10482758620689656,0.5740772154806492,0.5853836991724137,-0.019314654145219812,459.8358496,424.4031819,0.08348822348921231,801.0,725.0,0.10482758620689656,3327.0,3327.0,0.0,3327.0,3327.0,0.0,2578,2586,-0.0030935808197989174,0.5740772154806492,0.5853836991724137,-0.019314654145219812,1,1,0.0,1909.95489590412,1947.5715671466207,-0.019314654145219875,0.2897,0.409,-0.2916870415647921,0.4019285714285714,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,424.4031819,0.0,725.0,0.5853836991724137,424.4031819,0.0,725.0,0.5853836991724137,424.4031819,0.0,725.0,0.5853836991724137,424.4031819,725.0,3327.0,3327.0,2586,0.5853836991724137,1,1947.5715671466207,0.409
okay-bears_2022-08-11,4,1030,250,1027,11,4,0,18088,4,0,0,0,0,1,0,0,2,0,1,0,65,1,0,0,0,0,3.0,1.0,1.0,1026.0,1.0,3.0,0.0,18087.0,3.0,0.0,0.0,0.0,0.0,49.42367002645099,98.30348060378724,-0.49723377317987966,-0.5106054285883991,0.8061678111503289,-1.633373624605293,37.0,71.0,-0.4788732394366197,1.3357748655797566,1.3845560648420738,-0.035232375561390784,337.8476382542622,324.0955118188833,0.04243232607017434,-0.0398791155009491,-0.0042848974231638,8.306900857268113,225.0,208.0,0.08173076923076923,1.501545058907832,1.5581514991292469,-0.03632922745512782,1485.1945271518127,1532.982310205235,-0.031173081864868054,-0.5022267290162135,-0.4943443197734711,0.015945180165829367,775.0,766.0,0.01174934725848564,1.916380035034597,2.0012823893018736,-0.04242397510772778,45146.477826498274,45273.096851065086,-0.0027967829323306487,20718.0,20671.0,0.002273716801315853,10000.0,10000.0,0.0,10000.0,10000.0,0.0,4981,5004,-0.004596322941646682,2.1790944022829555,2.190174488465245,-0.005058997007153447,1,1,0.0,15015.45058907832,15581.514991292468,-0.0363292274551278,1.46848256,1.52377485,-0.036286390997987604,1.6622972746580649,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,98.30348060378724,0.8061678111503289,71.0,1.3845560648420738,324.0955118188833,-0.0042848974231638,208.0,1.5581514991292469,1532.982310205235,-0.4943443197734711,766.0,2.0012823893018736,45273.096851065086,20671.0,10000.0,10000.0,5004,2.190174488465245,1,15581.514991292468,1.52377485
azuki_2022-08-11,21,3,4,44,14,7,0,4864,3,5,13,0,0,16,5,4,35,6,7,0,15584,3,5,7,1,0,20.0,2.0,3.0,43.0,13.0,6.0,0.0,4863.0,2.0,4.0,12.0,-1.0,0.0,89.24999999999999,136.05319999999998,-0.34400660917935044,-0.3412953565197369,-0.1820260386762421,0.8749809587779737,11.0,16.0,-0.3125,8.113636363636362,8.503324999999998,-0.04582779516996434,547.7727000000001,521.9866999999999,0.049399726084975296,0.1843936361291362,-0.4073249215940004,-1.4526942162231111,60.0,55.0,0.09090909090909091,9.129545000000002,9.490667272727272,-0.03805025108877267,2892.911963210001,2853.321963210001,0.01387505529010165,-0.6030312317520875,-0.6225133108097849,-0.03129584334888275,275.0,267.0,0.0299625468164794,10.519679866218183,10.686599113146071,-0.015619491772883387,257223.29534893067,257117.45534893067,0.0004116406638217637,26937.0,26924.0,0.0004828405883226861,10000.0,10000.0,0.0,10000.0,10000.0,0.0,5092,5087,0.000982897582071948,9.549069879679648,9.549749492977666,-7.116556287871372e-05,1,1,0.0,91295.45,94906.67272727271,-0.03805025108877286,7.88,8.29,-0.049457177322074705,8.081999999999999,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,136.05319999999998,-0.1820260386762421,16.0,8.503324999999998,521.9866999999999,-0.4073249215940004,55.0,9.490667272727272,2853.321963210001,-0.6225133108097849,267.0,10.686599113146071,257117.45534893067,26924.0,10000.0,10000.0,5087,9.549749492977666,1,94906.67272727271,8.29
rakkudos_2022-08-11,560,384,472,2130,24,336,0,1535650,82,71,359,39,9,737,172,196,1212,95,409,2,2428000,61,75,568,20,13,559.0,383.0,471.0,2129.0,23.0,335.0,-1.0,1535649.0,81.0,70.0,358.0,38.0,8.0,16.369717246300013,42.52412188533603,-0.6150486707182323,-0.5835305071564647,1.541547294419284,-1.378535585167555,106.0,302.0,-0.6490066225165563,0.1544312947764152,0.1408083506136954,0.09674812682164038,267.02276075347817,406.3512687503874,-0.34287700989681336,-0.8045109489597219,-0.6626284151469245,0.21412081125639287,1595.0,2393.0,-0.33347262849979104,0.1674123891871336,0.1698083028626775,-0.014109520177475967,1632.94458262811,1610.8133129600424,0.013739189693806995,0.0,0.0,0.0,7516.0,7348.0,0.02286336418072945,0.2172624511213557,0.2192179250081712,-0.008920228064117505,1632.94458262811,1610.8133129600424,0.013739189693806995,7516.0,7348.0,0.02286336418072945,10000.0,10000.0,0.0,10000.0,10000.0,0.0,2302,2291,0.004801396769969445,0.2172624511213557,0.2192179250081712,-0.008920228064117505,1,1,0.0,1674.1238918713366,1698.0830286267758,-0.014109520177476092,0.1628389965,0.158117778,0.029858872036514536,0.1385774111338309,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,42.52412188533603,1.541547294419284,302.0,0.1408083506136954,406.3512687503874,-0.6626284151469245,2393.0,0.1698083028626775,1610.8133129600424,0.0,7348.0,0.2192179250081712,1610.8133129600424,7348.0,10000.0,10000.0,2291,0.2192179250081712,1,1698.0830286267758,0.158117778
ens_2022-08-11,124,97,90,663,25,94,3,548671,11,21,77,4,11,107,33,31,396,9,85,2,659007,9,12,75,6,5,123.0,96.0,89.0,662.0,24.0,93.0,2.0,548670.0,10.0,20.0,76.0,3.0,10.0,114.78102946450925,109.03806639700004,0.0526693406924466,-0.0909865327365546,0.1245530508226696,-1.7305042480741417,594.0,559.0,0.0626118067978533,0.1932340563375576,0.1950591527674419,-0.009356630560475433,665.6993898344981,668.5585993650914,-0.004276677516837807,-0.3348357432896981,-0.3149301493748959,0.06320637752311997,3615.0,3550.0,0.018309859154929577,0.1841492088062235,0.1883263660183356,-0.022180416371998603,5533.744009579467,5746.276021451829,-0.03698604297443141,-0.5672272322961642,-0.5396514516141302,0.05109924303835967,21858.0,22459.0,-0.026759873547352955,0.2531679023506024,0.2558562723830905,-0.010507344640989902,49985.34294918449,49844.94894927177,0.002816614378632421,143725.0,143074.0,0.004550092958888407,1784373.0,1779324.0,0.0028375945021817273,1784373.0,1779324.0,0.0028375945021817273,482911,481867,0.002166572934025364,0.3477846091437431,0.3483857930111115,-0.0017256268178227065,28,29,-0.034482758620689655,328590.8761651875,335093.62288920896,-0.01940576089736996,5.3224e-22,5.4238e-22,-0.018695379623142383,0.2629142835604502,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,109.03806639700004,0.1245530508226696,559.0,0.1950591527674419,668.5585993650914,-0.3149301493748959,3550.0,0.1883263660183356,5746.276021451829,-0.5396514516141302,22459.0,0.2558562723830905,49844.94894927177,143074.0,1779324.0,1779324.0,481867,0.3483857930111115,29,335093.62288920896,5.4238e-22
proof-moonbirds_2022-08-11,17,0,13,41,2,7,0,27935,1,1,14,1,0,37,1,3,44,4,8,0,49051,2,4,28,3,0,16.0,-1.0,12.0,40.0,1.0,6.0,0.0,27934.0,0.0,0.0,13.0,0.0,0.0,455.4700000000001,312.439,0.457788560326976,-0.0615444842790622,-0.3932613027873482,-0.843502312984144,32.0,21.0,0.5238095238095238,14.233437500000004,14.87804761904762,-0.04332625728542193,3085.594700000001,2464.354700000001,0.25209033423638244,2.177556358573476,1.0734144742875569,1.028625857703993,195.0,150.0,0.3,15.823562564102566,16.42903133333334,-0.03685358904893692,6754.44562361111,6373.705623611111,0.05973605034245139,-0.3852858111328792,-0.4471586039802319,-0.1383687852511678,356.0,319.0,0.11598746081504702,18.97316186407615,19.980268412574016,-0.05040505601336527,165019.4614915504,164361.72149155044,0.0040017833473092145,9036.0,8989.0,0.005228612748915341,10000.0,10000.0,0.0,10000.0,10000.0,0.0,6585,6582,0.00045578851412944393,18.262445937533247,18.284761540944537,-0.0012204481508451177,3,1,2.0,158235.62564102566,164290.3133333334,-0.036853589048936916,13.5,14.2,-0.04929577464788728,14.165746666666662,84.64,96.04,-0.11870054144106627,100.0,65.61,0.5241579027587259,9.0,9.61,-0.06347554630593126,90.25,88.36,0.0213897691263015,70.56,82.81,-0.14792899408284024,44.89,53.29,-0.15762807280915742,79.21000000000001,90.25,-0.1223268698060941,312.439,-0.3932613027873482,21.0,14.87804761904762,2464.354700000001,1.0734144742875569,150.0,16.42903133333334,6373.705623611111,-0.4471586039802319,319.0,19.980268412574016,164361.72149155044,8989.0,10000.0,10000.0,6582,18.284761540944537,1,164290.3133333334,14.2
